field/0/__text;field/1/__text;field/2/_ref;_id
Retracted nipple associated with childbirth;O92.0;icdcat15-7;O920
Cracked nipple associated with childbirth;O92.1;icdcat15-7;O921
Other and unspecified disorders of breast associated with childbirth;O92.2;icdcat15-7;O922
Agalactia;O92.3;icdcat15-7;O923
Hypogalactia;O92.4;icdcat15-7;O924
Suppressed lactation;O92.5;icdcat15-7;O925
Galactorrhoea;O92.6;icdcat15-7;O926
Other and unspecified disorders of lactation;O92.7;icdcat15-7;O927
Sequelae of complication of pregnancy, childbirth and the puerperium;O94;icdcat15-8;O94
Obstetric death of unspecified cause;O95;icdcat15-8;O95
Death from any obstetric cause occurring more than 42 days but less than one year after delivery;O96;icdcat15-8;O96
Death from sequelae of obstetric causes;O97;icdcat15-8;O97
Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium;O98;icdcat15-8;O98
Tuberculosis complicating pregnancy, childbirth and the puerperium;O98.0;icdcat15-8;O980
Syphilis complicating pregnancy, childbirth and the puerperium;O98.1;icdcat15-8;O981
Gonorrhoea complicating pregnancy, childbirth and the puerperium;O98.2;icdcat15-8;O982
Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium;O98.3;icdcat15-8;O983
Viral hepatitis complicating pregnancy, childbirth and the puerperium;O98.4;icdcat15-8;O984
Other viral diseases complicating pregnancy, childbirth and the puerperium;O98.5;icdcat15-8;O985
Protozoal diseases complicating pregnancy, childbirth and the puerperium;O98.6;icdcat15-8;O986
Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium;O98.8;icdcat15-8;O988
Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium;O98.9;icdcat15-8;O989
Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium;O99;icdcat15-8;O99
Anaemia complicating pregnancy, childbirth and the puerperium;O99.0;icdcat15-8;O990
Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium;O99.1;icdcat15-8;O991
Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium;O99.2;icdcat15-8;O992
Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium;O99.3;icdcat15-8;O993
Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium;O99.4;icdcat15-8;O994
Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium;O99.5;icdcat15-8;O995
Diseases of the digestive system complicating pregnancy, childbirth and the puerperium;O99.6;icdcat15-8;O996
Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium;O99.7;icdcat15-8;O997
Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium;O99.8;icdcat15-8;O998
Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy;P00;icdcat16-1;P00
Fetus and newborn affected by maternal hypertensive disorders;P00.0;icdcat16-1;P000
Fetus and newborn affected by maternal renal and urinary tract diseases;P00.1;icdcat16-1;P001
Fetus and newborn affected by maternal infectious and parasitic diseases;P00.2;icdcat16-1;P002
Fetus and newborn affected by other maternal circulatory and respiratory diseases;P00.3;icdcat16-1;P003
Fetus and newborn affected by maternal nutritional disorders;P00.4;icdcat16-1;P004
Fetus and newborn affected by maternal injury;P00.5;icdcat16-1;P005
Fetus and newborn affected by surgical procedure on mother;P00.6;icdcat16-1;P006
Fetus and newborn affected by other medical procedures on mother, not elsewhere classified;P00.7;icdcat16-1;P007
Fetus and newborn affected by other maternal conditions;P00.8;icdcat16-1;P008
Fetus and newborn affected by unspecified maternal condition;P00.9;icdcat16-1;P009
Fetus and newborn affected by maternal complications of pregnancy;P01;icdcat16-1;P01
Fetus and newborn affected by incompetent cervix;P01.0;icdcat16-1;P010
Fetus and newborn affected by premature rupture of membranes;P01.1;icdcat16-1;P011
Fetus and newborn affected by oligohydramnios;P01.2;icdcat16-1;P012
Fetus and newborn affected by polyhydramnios;P01.3;icdcat16-1;P013
Fetus and newborn affected by ectopic pregnancy;P01.4;icdcat16-1;P014
Fetus and newborn affected by multiple pregnancy;P01.5;icdcat16-1;P015
Fetus and newborn affected by maternal death;P01.6;icdcat16-1;P016
Fetus and newborn affected by malpresentation before labour;P01.7;icdcat16-1;P017
Fetus and newborn affected by other maternal complications of pregnancy;P01.8;icdcat16-1;P018
Fetus and newborn affected by maternal complication of pregnancy, unspecified;P01.9;icdcat16-1;P019
Fetus and newborn affected by complications of placenta, cord and membranes;P02;icdcat16-1;P02
Fetus and newborn affected by placenta praevia;P02.0;icdcat16-1;P020
Fetus and newborn affected by other forms of placental separation and haemorrhage;P02.1;icdcat16-1;P021
Fetus and newborn affected by other and unspecified morphological and functional abnormalities of placenta;P02.2;icdcat16-1;P022
Fetus and newborn affected by placental transfusion syndromes;P02.3;icdcat16-1;P023
Fetus and newborn affected by prolapsed cord;P02.4;icdcat16-1;P024
Fetus and newborn affected by other compression of umbilical cord;P02.5;icdcat16-1;P025
Fetus and newborn affected by other and unspecified conditions of umbilical cord;P02.6;icdcat16-1;P026
Fetus and newborn affected by chorioamnionitis;P02.7;icdcat16-1;P027
Fetus and newborn affected by other abnormalities of membranes;P02.8;icdcat16-1;P028
Fetus and newborn affected by abnormality of membranes, unspecified;P02.9;icdcat16-1;P029
Fetus and newborn affected by other complications of labour and delivery;P03;icdcat16-1;P03
Fetus and newborn affected by breech delivery and extraction;P03.0;icdcat16-1;P030
Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery;P03.1;icdcat16-1;P031
Fetus and newborn affected by forceps delivery;P03.2;icdcat16-1;P032
Fetus and newborn affected by delivery by vacuum extractor [ventouse];P03.3;icdcat16-1;P033
Fetus and newborn affected by caesarean delivery;P03.4;icdcat16-1;P034
Fetus and newborn affected by precipitate delivery;P03.5;icdcat16-1;P035
Fetus and newborn affected by abnormal uterine contractions;P03.6;icdcat16-1;P036
Fetus and newborn affected by other specified complications of labour and delivery;P03.8;icdcat16-1;P038
Fetus and newborn affected by complication of labour and delivery, unspecified;P03.9;icdcat16-1;P039
Fetus and newborn affected by noxious influences transmitted via placenta or breast milk;P04;icdcat16-1;P04
Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery;P04.0;icdcat16-1;P040
Fetus and newborn affected by other maternal medication;P04.1;icdcat16-1;P041
Fetus and newborn affected by maternal use of tobacco;P04.2;icdcat16-1;P042
Fetus and newborn affected by maternal use of alcohol;P04.3;icdcat16-1;P043
Fetus and newborn affected by maternal use of drugs of addiction;P04.4;icdcat16-1;P044
Fetus and newborn affected by maternal use of nutritional chemical substances;P04.5;icdcat16-1;P045
Fetus and newborn affected by maternal exposure to environmental chemical substances;P04.6;icdcat16-1;P046
Fetus and newborn affected by other maternal noxious influences;P04.8;icdcat16-1;P048
Fetus and newborn affected by maternal noxious influence, unspecified;P04.9;icdcat16-1;P049
Slow fetal growth and fetal malnutrition;P05;icdcat16-2;P05
Light for gestational age;P05.0;icdcat16-2;P050
Small for gestational age;P05.1;icdcat16-2;P051
Fetal malnutrition without mention of light or small for gestational age;P05.2;icdcat16-2;P052
Slow fetal growth, unspecified;P05.9;icdcat16-2;P059
Disorders related to short gestation and low birth weight, not elsewhere classified;P07;icdcat16-2;P07
Extremely low birth weight;P07.0;icdcat16-2;P070
Other low birth weight;P07.1;icdcat16-2;P071
Extreme immaturity;P07.2;icdcat16-2;P072
Other preterm infants;P07.3;icdcat16-2;P073
Disorders related to long gestation and high birth weight;P08;icdcat16-2;P08
Exceptionally large baby;P08.0;icdcat16-2;P080
Other heavy for gestational age infants;P08.1;icdcat16-2;P081
Post-term infant, not heavy for gestational age;P08.2;icdcat16-2;P082
Intracranial laceration and haemorrhage due to birth injury;P10;icdcat16-3;P10
Subdural haemorrhage due to birth injury;P10.0;icdcat16-3;P100
Cerebral haemorrhage due to birth injury;P10.1;icdcat16-3;P101
Intraventricular haemorrhage due to birth injury;P10.2;icdcat16-3;P102
Subarachnoid haemorrhage due to birth injury;P10.3;icdcat16-3;P103
Tentorial tear due to birth injury;P10.4;icdcat16-3;P104
Other intracranial lacerations and haemorrhages due to birth injury;P10.8;icdcat16-3;P108
Unspecified intracranial laceration and haemorrhage due to birth injury;P10.9;icdcat16-3;P109
Other birth injuries to central nervous system;P11;icdcat16-3;P11
Cerebral oedema due to birth injury;P11.0;icdcat16-3;P110
Other specified brain damage due to birth injury;P11.1;icdcat16-3;P111
Unspecified brain damage due to birth injury;P11.2;icdcat16-3;P112
Birth injury to facial nerve;P11.3;icdcat16-3;P113
Birth injury to other cranial nerves;P11.4;icdcat16-3;P114
Birth injury to spine and spinal cord;P11.5;icdcat16-3;P115
Birth injury to central nervous system, unspecified;P11.9;icdcat16-3;P119
Birth injury to scalp;P12;icdcat16-3;P12
Cephalhaematoma due to birth injury;P12.0;icdcat16-3;P120
Chignon due to birth injury;P12.1;icdcat16-3;P121
Epicranial subaponeurotic haemorrhage due to birth injury;P12.2;icdcat16-3;P122
Bruising of scalp due to birth injury;P12.3;icdcat16-3;P123
Monitoring injury of scalp of newborn;P12.4;icdcat16-3;P124
Other birth injuries to scalp;P12.8;icdcat16-3;P128
Birth injury to scalp, unspecified;P12.9;icdcat16-3;P129
Birth injury to skeleton;P13;icdcat16-3;P13
Fracture of skull due to birth injury;P13.0;icdcat16-3;P130
Other birth injuries to skull;P13.1;icdcat16-3;P131
Birth injury to femur;P13.2;icdcat16-3;P132
Birth injury to other long bones;P13.3;icdcat16-3;P133
Fracture of clavicle due to birth injury;P13.4;icdcat16-3;P134
Birth injuries to other parts of skeleton;P13.8;icdcat16-3;P138
Birth injury to skeleton, unspecified;P13.9;icdcat16-3;P139
Birth injury to peripheral nervous system;P14;icdcat16-3;P14
Erb paralysis due to birth injury;P14.0;icdcat16-3;P140
Klumpke paralysis due to birth injury;P14.1;icdcat16-3;P141
Phrenic nerve paralysis due to birth injury;P14.2;icdcat16-3;P142
Other brachial plexus birth injuries;P14.3;icdcat16-3;P143
Birth injuries to other parts of peripheral nervous system;P14.8;icdcat16-3;P148
Birth injury to peripheral nervous system, unspecified;P14.9;icdcat16-3;P149
Other birth injuries;P15;icdcat16-3;P15
Birth injury to liver;P15.0;icdcat16-3;P150
Birth injury to spleen;P15.1;icdcat16-3;P151
Sternomastoid injury due to birth injury;P15.2;icdcat16-3;P152
Birth injury to eye;P15.3;icdcat16-3;P153
Birth injury to face;P15.4;icdcat16-3;P154
Birth injury to external genitalia;P15.5;icdcat16-3;P155
Subcutaneous fat necrosis due to birth injury;P15.6;icdcat16-3;P156
Other specified birth injuries;P15.8;icdcat16-3;P158
Birth injury, unspecified;P15.9;icdcat16-3;P159
Intrauterine hypoxia;P20;icdcat16-4;P20
Intrauterine hypoxia first noted before onset of labour;P20.0;icdcat16-4;P200
Intrauterine hypoxia first noted during labour and delivery;P20.1;icdcat16-4;P201
Intrauterine hypoxia, unspecified;P20.9;icdcat16-4;P209
Birth asphyxia;P21;icdcat16-4;P21
Severe birth asphyxia;P21.0;icdcat16-4;P210
Mild and moderate birth asphyxia;P21.1;icdcat16-4;P211
Birth asphyxia, unspecified;P21.9;icdcat16-4;P219
Respiratory distress of newborn;P22;icdcat16-4;P22
Respiratory distress syndrome of newborn;P22.0;icdcat16-4;P220
Transient tachypnoea of newborn;P22.1;icdcat16-4;P221
Other respiratory distress of newborn;P22.8;icdcat16-4;P228
Respiratory distress of newborn, unspecified;P22.9;icdcat16-4;P229
Congenital pneumonia;P23;icdcat16-4;P23
Congenital pneumonia due to viral agent;P23.0;icdcat16-4;P230
Congenital pneumonia due to Chlamydia;P23.1;icdcat16-4;P231
Congenital pneumonia due to staphylococcus;P23.2;icdcat16-4;P232
Congenital pneumonia due to streptococcus, group B;P23.3;icdcat16-4;P233
Congenital pneumonia due to Escherichia coli;P23.4;icdcat16-4;P234
Congenital pneumonia due to Pseudomonas;P23.5;icdcat16-4;P235
Congenital pneumonia due to other bacterial agents;P23.6;icdcat16-4;P236
Congenital pneumonia due to other organisms;P23.8;icdcat16-4;P238
Congenital pneumonia, unspecified;P23.9;icdcat16-4;P239
Neonatal aspiration syndromes;P24;icdcat16-4;P24
Neonatal aspiration of meconium;P24.0;icdcat16-4;P240
Neonatal aspiration of amniotic fluid and mucus;P24.1;icdcat16-4;P241
Neonatal aspiration of blood;P24.2;icdcat16-4;P242
Neonatal aspiration of milk and regurgitated food;P24.3;icdcat16-4;P243
Other neonatal aspiration syndromes;P24.8;icdcat16-4;P248
Neonatal aspiration syndrome, unspecified;P24.9;icdcat16-4;P249
Interstitial emphysema and related conditions originating in the perinatal period;P25;icdcat16-4;P25
Interstitial emphysema originating in the perinatal period;P25.0;icdcat16-4;P250
Pneumothorax originating in the perinatal period;P25.1;icdcat16-4;P251
Pneumomediastinum originating in the perinatal period;P25.2;icdcat16-4;P252
Pneumopericardium originating in the perinatal period;P25.3;icdcat16-4;P253
Other conditions related to interstitial emphysema originating in the perinatal period;P25.8;icdcat16-4;P258
Pulmonary haemorrhage originating in the perinatal period;P26;icdcat16-4;P26
Tracheobronchial haemorrhage originating in the perinatal period;P26.0;icdcat16-4;P260
Massive pulmonary haemorrhage originating in the perinatal period;P26.1;icdcat16-4;P261
Other pulmonary haemorrhages originating in the perinatal period;P26.8;icdcat16-4;P268
Unspecified pulmonary haemorrhage originating in the perinatal period;P26.9;icdcat16-4;P269
Chronic respiratory disease originating in the perinatal period;P27;icdcat16-4;P27
Wilson-Mikity syndrome;P27.0;icdcat16-4;P270
Bronchopulmonary dysplasia originating in the perinatal period;P27.1;icdcat16-4;P271
Other chronic respiratory diseases originating in the perinatal period;P27.8;icdcat16-4;P278
Unspecified chronic respiratory disease originating in the perinatal period;P27.9;icdcat16-4;P279
Other respiratory conditions originating in the perinatal period;P28;icdcat16-4;P28
Primary atelectasis of newborn;P28.0;icdcat16-4;P280
Other and unspecified atelectasis of newborn;P28.1;icdcat16-4;P281
Cyanotic attacks of newborn;P28.2;icdcat16-4;P282
Primary sleep apnoea of newborn;P28.3;icdcat16-4;P283
Other apnoea of newborn;P28.4;icdcat16-4;P284
Respiratory failure of newborn;P28.5;icdcat16-4;P285
Other specified respiratory conditions of newborn;P28.8;icdcat16-4;P288
Respiratory condition of newborn, unspecified;P28.9;icdcat16-4;P289
Cardiovascular disorders originating in the perinatal period;P29;icdcat16-4;P29
